file,agent,provider,session_id,bytes,lines,first,last,prompt_count,sha256
Scout-2026-09-09T18-56-21-550Z.jsonl,Scout,@agentclientprotocol/claude-agent-acp,1f3eccb3-762b-40ca-8982-b56f99078f60,285819,346,2026-09-09T18:56:21.556000+00:00,2026-09-09T19:32:13.514000+00:00,1,31f0a86280e936fd1c9ffe55570809895843a08c9d0eed0aa1a6e231264e11b9
Sonnet-Builder-2026-09-07T22-38-53-174Z.jsonl,Sonnet-Builder,@agentclientprotocol/claude-agent-acp,e07b237e-2660-48bc-8883-891a1cb0db4c,13903142,9080,2026-09-07T22:38:53.176000+00:00,2026-09-08T18:04:45.049000+00:00,26,6c818447ffd49d13ba906eea32528c103854015033eb7b02a2382708e56bbe37
Sonnet-Builder-2026-09-08T18-07-08-014Z.jsonl,Sonnet-Builder,@agentclientprotocol/claude-agent-acp,473df335-6ffc-497e-83f0-2ff75de026b0,53915,10,2026-09-08T18:07:08.022000+00:00,2026-09-08T18:12:57.429000+00:00,0,5c5cfd95ee4326b43777ce0c62b23ef8679768ffb19fe7a2734850598c91ccb7
Sonnet-Builder-2026-09-08T18-20-22-476Z.jsonl,Sonnet-Builder,@agentclientprotocol/claude-agent-acp,287fa38d-9f52-4746-a1e5-2f4a28f1716a,53915,10,2026-09-08T18:20:22.479000+00:00,2026-09-08T18:24:40.366000+00:00,0,504c8eaf7fda0f8a64893daa438251a130ee1b9bfc9b6a233ef25155570fcace
Sonnet-Builder-2026-09-08T18-33-52-252Z.jsonl,Sonnet-Builder,@agentclientprotocol/claude-agent-acp,495f5c24-a13c-4411-8454-eac80d62945e,159061,51,2026-09-08T18:33:52.254000+00:00,2026-09-08T21:50:33.038000+00:00,2,2a62880b8ab74b6d3ff1b52e18c65f81d60b657a1e02fa6ad03017640c7a0b27
Sonnet-Builder-2026-09-08T21-51-56-838Z.jsonl,Sonnet-Builder,@agentclientprotocol/claude-agent-acp,0bd6a2a7-295a-4907-91d6-50f3524831aa,2506669,1928,2026-09-08T21:51:56.843000+00:00,2026-09-09T04:54:32.896000+00:00,9,130abc1c5fbf7b43c65b24d3296c6a0e3a03eb934d7441a3b589765174038074
Sonnet-Builder-2026-09-09T04-54-32-897Z.jsonl,Sonnet-Builder,@agentclientprotocol/claude-agent-acp,e95964f0-73a8-443d-b0dc-6472da0c9ff9,8684329,5992,2026-09-09T04:54:32.900000+00:00,2026-09-09T18:52:55.282000+00:00,16,9810f2b8db5ce301b98e4ee5056ce1c634e432b59bbea27f133492d8ce4bf668
Sonnet-Builder-2026-09-09T18-54-48-338Z.jsonl,Sonnet-Builder,@agentclientprotocol/claude-agent-acp,19d437bd-0442-4695-b779-1e5ca12a180d,2721970,1793,2026-09-09T18:54:48.341000+00:00,2026-09-09T20:58:00.413000+00:00,7,3bb2ffaf1527ea8b9aa52dc6778576d9b2c1214e80c5cd9fd55b7e1f3b8118b2
Sonnet-Builder-2026-09-09T20-58-00-411Z.jsonl,Sonnet-Builder,@agentclientprotocol/claude-agent-acp,e1eb468f-b9bb-411b-9c8e-aafda286a98d,762278,615,2026-09-09T20:58:00.412000+00:00,2026-09-09T21:18:44.751000+00:00,5,74bc997160c94eeae1e5305d05db29fc1379323f2706d20c856c2213af9c0516
Sonnet-Builder-2026-09-09T21-18-44-752Z.jsonl,Sonnet-Builder,@agentclientprotocol/claude-agent-acp,68dd41d8-3982-40d6-a8ce-ab2d64c154c4,1559184,1505,2026-09-09T21:18:44.754000+00:00,2026-09-09T23:30:00.429000+00:00,5,c42729286e8628b87bb7e4ed9c4c07888ad5be60801a0f5862fcf4508edb7bc4
